id_tweet_original,pregunta,id_respuesta,text,retweets,likes,personaje
1519469897260146688,Definan a Horacio Rodriguez Larreta con una sola palabra,1519532718303887366,@martintetaz Retirarse.,0,0,Horacio Rodriguez Larreta
1519469962171195394,Definan a Patricia Bullrich con una sola palabra,1519532597692575744,@martintetaz Gobernadora.,0,0,Patricia Bullrich
1519470266539290624,Definan a Alberto Fernandez con una sola palabra,1519532372294787072,@martintetaz Porteño.,0,0,Alberto Fernandez
1519469809959854081,Definan a Mauricio Macri con una sola palabra,1519532750277066752,@martintetaz Presidente.,0,0,Mauricio Macri
1519469809959854081,Definan a Mauricio Macri con una sola palabra,1519532306549161985,@martintetaz HONESTIDAD,0,0,Mauricio Macri
1519469897260146688,Definan a Horacio Rodriguez Larreta con una sola palabra,1519532750004498432,@martintetaz ORGANIZACION,0,0,Horacio Rodriguez Larreta
1519469962171195394,Definan a Patricia Bullrich con una sola palabra,1519532741783474176,@martintetaz Seguridad,0,0,Patricia Bullrich
1519469809959854081,Definan a Mauricio Macri con una sola palabra,1519531358023942144,@martintetaz Honestidad,0,0,Mauricio Macri
1519470199141023744,Definan a Javier Milei con una sola palabra,1519514965782106114,@martintetaz Enfermo,0,0,Javier Milei
1519469897260146688,Definan a Horacio Rodriguez Larreta con una sola palabra,1519532711186210817,"@martintetaz Liberticida,  identificación y control digital , modelo.chino liberticida.
Agenda de REDUCCIÓN y CONTROL de POBLACIÓN https://t.co/74Yrk6GTJ1",0,0,Horacio Rodriguez Larreta
1519470199141023744,Definan a Javier Milei con una sola palabra,1519532696145379329,@martintetaz Mesías,0,0,Javier Milei
1519469809959854081,Definan a Mauricio Macri con una sola palabra,1519532687203078144,@martintetaz Emperador,0,0,Mauricio Macri
1519469897260146688,Definan a Horacio Rodriguez Larreta con una sola palabra,1519532677367541760,@martintetaz Impresentable,0,0,Horacio Rodriguez Larreta
1519469962171195394,Definan a Patricia Bullrich con una sola palabra,1519532635151757312,"@martintetaz Apuesta.

Porque o los demás son chorros corruptos,o divisores de votos o fracasaron rotundamente causando un gran daño. No me gustan las figuritas repetidas,así q prefiero abrir juego.Pero debe explicar extensivamente su plan económico y no caer en los errores d su predecesor.😊",0,0,Patricia Bullrich
1519470199141023744,Definan a Javier Milei con una sola palabra,1519528844272672770,"@martintetaz Blandito. 😁

Me lo cruzaba siempre en Pertutti del Abasto. Es una nena, puro humo. Un bocazas de centro derecha, cuando mucho. 😊 https://t.co/QTAktS1FzZ",0,0,Javier Milei
1519470199141023744,Definan a Javier Milei con una sola palabra,1519531609619193858,@martintetaz Esperanza,0,0,Javier Milei
1519470025769463809,Definan a Facundo Manes con una sola palabra,1519531793656913920,@martintetaz Inútil,0,0,Facundo Manes
1519470025769463809,Definan a Facundo Manes con una sola palabra,1519520312534003712,@martintetaz Cagador,0,0,Facundo Manes
1519469962171195394,Definan a Patricia Bullrich con una sola palabra,1519521629130268674,@martintetaz Gobernadora de la Provincia de Buenos Aires,0,2,Patricia Bullrich
1519469962171195394,Definan a Patricia Bullrich con una sola palabra,1519522171604795392,"@martintetaz Y sobre Larreta? Nefasto, Masón, Iluminati. El mejor alumno del NOM. Un tirano",0,2,Patricia Bullrich
1519469897260146688,Definan a Horacio Rodriguez Larreta con una sola palabra,1519532603413467141,@martintetaz Tirano,0,0,Horacio Rodriguez Larreta
1519470199141023744,Definan a Javier Milei con una sola palabra,1519532599919661056,@martintetaz Revolucionario,0,0,Javier Milei
1519470199141023744,Definan a Javier Milei con una sola palabra,1519532586422644736,"@martintetaz LIBERTAD, LIBERTAD, LIBERTAD",0,0,Javier Milei
1519470025769463809,Definan a Facundo Manes con una sola palabra,1519531963375185920,@martintetaz Peroncho,0,0,Facundo Manes
1519470418603778052,Definan a Cristina Kirchner con una sola palabra,1519531877891248128,@martintetaz Tu mamí,0,0,Cristina Kirchner
1519469897260146688,Definan a Horacio Rodriguez Larreta con una sola palabra,1519531632494977024,@martintetaz Despilfarrador,0,0,Horacio Rodriguez Larreta
1519470199141023744,Definan a Javier Milei con una sola palabra,1519532440716468225,@martintetaz Futuro,0,0,Javier Milei
1519470025769463809,Definan a Facundo Manes con una sola palabra,1519532525705646082,@martintetaz vendehumo,0,0,Facundo Manes
1519470199141023744,Definan a Javier Milei con una sola palabra,1519532462719787010,@martintetaz Libertario,0,0,Javier Milei
1519470025769463809,Definan a Facundo Manes con una sola palabra,1519532298454159365,@martintetaz Humo,0,0,Facundo Manes
1519470199141023744,Definan a Javier Milei con una sola palabra,1519528189185437702,@martintetaz Genio,0,1,Javier Milei
1519469897260146688,Definan a Horacio Rodriguez Larreta con una sola palabra,1519531681090347008,@martintetaz Siniestro,0,0,Horacio Rodriguez Larreta
1519469809959854081,Definan a Mauricio Macri con una sola palabra,1519532416355868672,@martintetaz Líder con gran visión de futuro.,0,0,Mauricio Macri
1519469809959854081,Definan a Mauricio Macri con una sola palabra,1519532412006375425,@martintetaz Incapaz,0,0,Mauricio Macri
1519470199141023744,Definan a Javier Milei con una sola palabra,1519532409183608834,@martintetaz Se dan cuenta que milei tiene razon en que son lo mismo !!! Estos en vez de pegarle a los k le pegan a milei . Por que sera ?,0,0,Javier Milei
1519469809959854081,Definan a Mauricio Macri con una sola palabra,1519524725642330113,@martintetaz Líder! (único) demócrata,0,0,Mauricio Macri
1519470418603778052,Definan a Cristina Kirchner con una sola palabra,1519519363287580672,@martintetaz Siniestra (HDP),0,0,Cristina Kirchner
1519470199141023744,Definan a Javier Milei con una sola palabra,1519525293081387009,"@martintetaz Oportunidad! (hoy la perdimos, en favor de Morales, el traidor pro K)",0,0,Javier Milei
1519470025769463809,Definan a Facundo Manes con una sola palabra,1519519584440578048,@martintetaz Chamuyero!,0,0,Facundo Manes
1519469897260146688,Definan a Horacio Rodriguez Larreta con una sola palabra,1519516583395094528,@martintetaz Tibio zurdito social demócrata!,0,0,Horacio Rodriguez Larreta
1519470266539290624,Definan a Alberto Fernandez con una sola palabra,1519519893502054400,@martintetaz Boludo!,0,0,Alberto Fernandez
1519470331609636864,Definan a Sergio Massa con una sola palabra,1519519710894706688,@martintetaz Deposición! (fecal),0,1,Sergio Massa
1519469962171195394,Definan a Patricia Bullrich con una sola palabra,1519532322764193792,@martintetaz Valiente,0,0,Patricia Bullrich
1519469809959854081,Definan a Mauricio Macri con una sola palabra,1519530902631505921,@martintetaz Futuro,0,0,Mauricio Macri
1519470199141023744,Definan a Javier Milei con una sola palabra,1519532269815451648,@martintetaz Sobrevalorado,0,0,Javier Milei
1519470266539290624,Definan a Alberto Fernandez con una sola palabra,1519532256200589312,"@martintetaz Incapaz
No puede hacer nada bien. Puede hacer cosas mal pero no bien",0,0,Alberto Fernandez
1519470331609636864,Definan a Sergio Massa con una sola palabra,1519531805963341825,@martintetaz Panqueque,0,0,Sergio Massa
1519470199141023744,Definan a Javier Milei con una sola palabra,1519532252702687236,@martintetaz Presidente,0,0,Javier Milei
1519469809959854081,Definan a Mauricio Macri con una sola palabra,1519531111562420225,@martintetaz Definamos a @martintetaz en una sola palabra. Diminuto jajajajajajajasj,0,0,Mauricio Macri
1519469897260146688,Definan a Horacio Rodriguez Larreta con una sola palabra,1519532249670070274,@martintetaz Lambon,0,0,Horacio Rodriguez Larreta
1519470331609636864,Definan a Sergio Massa con una sola palabra,1519532244863311872,@martintetaz Jumó,0,0,Sergio Massa
1519470266539290624,Definan a Alberto Fernandez con una sola palabra,1519532179256086528,@martintetaz Arrastrado,0,0,Alberto Fernandez
1519470199141023744,Definan a Javier Milei con una sola palabra,1519530140643995648,@martintetaz @Atavus13 Disruptivo,0,1,Javier Milei
1519469962171195394,Definan a Patricia Bullrich con una sola palabra,1519532130132393984,@martintetaz Oportuna,0,0,Patricia Bullrich
1519470331609636864,Definan a Sergio Massa con una sola palabra,1519484099680825344,@martintetaz Ventajita!,0,0,Sergio Massa
1519470266539290624,Definan a Alberto Fernandez con una sola palabra,1519484247748136964,@martintetaz 1 sola???? Mentiroso !!,0,0,Alberto Fernandez
1519469962171195394,Definan a Patricia Bullrich con una sola palabra,1519532241713758210,@martintetaz Coraje,0,0,Patricia Bullrich
1519470331609636864,Definan a Sergio Massa con una sola palabra,1519526480107122688,@martintetaz Traición,0,0,Sergio Massa
1519469962171195394,Definan a Patricia Bullrich con una sola palabra,1519527163602501632,@martintetaz Compañera 🙄,0,0,Patricia Bullrich
1519470418603778052,Definan a Cristina Kirchner con una sola palabra,1519525806610944001,@martintetaz Laqueacumulavenenoensuscachetesmofletudos https://t.co/hH8yPMRuoa,0,0,Cristina Kirchner
1519470418603778052,Definan a Cristina Kirchner con una sola palabra,1519524538941280257,@martintetaz Siniestra,0,0,Cristina Kirchner
1519470199141023744,Definan a Javier Milei con una sola palabra,1519526650618138625,@martintetaz Perdido,0,0,Javier Milei
1519470418603778052,Definan a Cristina Kirchner con una sola palabra,1519532234579259393,@martintetaz Genia (del mal),0,0,Cristina Kirchner
1519470199141023744,Definan a Javier Milei con una sola palabra,1519532226186076160,@martintetaz Salvador,0,0,Javier Milei
1519470199141023744,Definan a Javier Milei con una sola palabra,1519532178178252808,@martintetaz Incorrompible,0,0,Javier Milei
1519470199141023744,Definan a Javier Milei con una sola palabra,1519532174730354690,@martintetaz Duro.,0,0,Javier Milei
1519470418603778052,Definan a Cristina Kirchner con una sola palabra,1519532173744877568,@martintetaz Presidenta,0,0,Cristina Kirchner
1519470199141023744,Definan a Javier Milei con una sola palabra,1519532139854766080,@martintetaz @LuciodelaTorre El mejor.,0,0,Javier Milei
1519469809959854081,Definan a Mauricio Macri con una sola palabra,1519529566494101504,@martintetaz TIBIEZA,0,0,Mauricio Macri
1519470199141023744,Definan a Javier Milei con una sola palabra,1519531828058619904,@martintetaz RIQUEZA,0,0,Javier Milei
1519470199141023744,Definan a Javier Milei con una sola palabra,1519519353410097153,"@martintetaz Genio.
En cambio usted Tetaz un RADICAL DE CUARTA...",0,0,Javier Milei
1519470199141023744,Definan a Javier Milei con una sola palabra,1519520310143422466,@martintetaz Los del circulo rojo son Kichneristas. https://t.co/XqhWXTmUGW,0,0,Javier Milei
1519470199141023744,Definan a Javier Milei con una sola palabra,1519532075673477120,@martintetaz Elcapoqueledevolveralosvaloresdelalibertadalaargentina,0,0,Javier Milei
1519470199141023744,Definan a Javier Milei con una sola palabra,1519506000742547459,@martintetaz Trastornado,0,1,Javier Milei
1519470199141023744,Definan a Javier Milei con una sola palabra,1519532056388288512,@martintetaz Todo lo que jamás serás.,0,0,Javier Milei
1519470199141023744,Definan a Javier Milei con una sola palabra,1519532041867386881,@martintetaz Miedo,0,0,Javier Milei
1519469897260146688,Definan a Horacio Rodriguez Larreta con una sola palabra,1519532038180773888,"@martintetaz Es un perrosnistas, agazapado, al acecho, en la primera de cambio, te traiciona, esta en su ADN",0,0,Horacio Rodriguez Larreta
1519469809959854081,Definan a Mauricio Macri con una sola palabra,1519529667560185863,"@martintetaz GENIO- 
(es única persona, que tiene la capacidad  de llevar al PAIS, al sitio qué los Argentinos necesitamos)",0,0,Mauricio Macri
1519470199141023744,Definan a Javier Milei con una sola palabra,1519532019960754177,"@martintetaz Superior.
Superior Intelectualmente que vos por ejemplo que sos un simio alineado al socialismo y al empobrecimiento 
No tenes de dónde raspar y vas contra Milei , mira los seguidores que tenés 
Puro pescado podrido 
Con suerte juntas 2 votos 🥱",0,0,Javier Milei
1519470331609636864,Definan a Sergio Massa con una sola palabra,1519532008380190725,@martintetaz Mercenario,0,0,Sergio Massa
1519470025769463809,Definan a Facundo Manes con una sola palabra,1519531957390131200,"@martintetaz ¿Cuántos años tenés? ¿5?
Ponete a trabajar y dejá de hacer estas pelotudeces",0,0,Facundo Manes
1519469962171195394,Definan a Patricia Bullrich con una sola palabra,1519531939409051648,@martintetaz Activa,0,0,Patricia Bullrich
1519470418603778052,Definan a Cristina Kirchner con una sola palabra,1519531906416660480,@martintetaz Estadista,0,0,Cristina Kirchner
1519469962171195394,Definan a Patricia Bullrich con una sola palabra,1519531879078236161,"@martintetaz Teamoreina..

[ pardon, techo de mimbre, pura paja (no con oato eh)]",0,0,Patricia Bullrich
1519469897260146688,Definan a Horacio Rodriguez Larreta con una sola palabra,1519531857636855809,@martintetaz Reptiliano,0,0,Horacio Rodriguez Larreta
1519470025769463809,Definan a Facundo Manes con una sola palabra,1519531817971429376,@martintetaz Chanta,0,0,Facundo Manes
1519470199141023744,Definan a Javier Milei con una sola palabra,1519525138101792768,@martintetaz Libertador,0,0,Javier Milei
1519470199141023744,Definan a Javier Milei con una sola palabra,1519501646149021697,@martintetaz Prócer,0,0,Javier Milei
1519470266539290624,Definan a Alberto Fernandez con una sola palabra,1519531755429974016,@martintetaz Remisero,0,0,Alberto Fernandez
1519470199141023744,Definan a Javier Milei con una sola palabra,1519531753282625537,@martintetaz Un problema para la kasta.,0,0,Javier Milei
1519470199141023744,Definan a Javier Milei con una sola palabra,1519525708787175425,@martintetaz Delirante !!,0,0,Javier Milei
1519470418603778052,Definan a Cristina Kirchner con una sola palabra,1519531727311360000,@martintetaz Desquiciada,0,0,Cristina Kirchner
1519469897260146688,Definan a Horacio Rodriguez Larreta con una sola palabra,1519529266450362368,@martintetaz Tibio,0,0,Horacio Rodriguez Larreta
1519470199141023744,Definan a Javier Milei con una sola palabra,1519531523824828417,@martintetaz sobrevaluado,0,0,Javier Milei
1519469897260146688,Definan a Horacio Rodriguez Larreta con una sola palabra,1519531722064470017,@martintetaz infiel,0,0,Horacio Rodriguez Larreta
1519470199141023744,Definan a Javier Milei con una sola palabra,1519531686316412930,@martintetaz Mesías https://t.co/726jXIKhvO,0,0,Javier Milei
1519469809959854081,Definan a Mauricio Macri con una sola palabra,1519531147444854784,@martintetaz Que fácil ganas la plata vos !,0,0,Mauricio Macri
1519469897260146688,Definan a Horacio Rodriguez Larreta con una sola palabra,1519509869321080833,@martintetaz Más hijo de puta q Macri,0,0,Horacio Rodriguez Larreta
1519470418603778052,Definan a Cristina Kirchner con una sola palabra,1519531682688376832,@martintetaz Barrilete cósmico !,0,0,Cristina Kirchner
1519469897260146688,Definan a Horacio Rodriguez Larreta con una sola palabra,1519531671246225408,@martintetaz paracaidista.,0,0,Horacio Rodriguez Larreta
1519470025769463809,Definan a Facundo Manes con una sola palabra,1519491075336916992,@martintetaz Humo,0,0,Facundo Manes
1519470199141023744,Definan a Javier Milei con una sola palabra,1519531666716303361,@martintetaz Presidente,0,0,Javier Milei
1519469962171195394,Definan a Patricia Bullrich con una sola palabra,1519531646634139649,@martintetaz Valiente,0,0,Patricia Bullrich
1519470025769463809,Definan a Facundo Manes con una sola palabra,1519531140792475648,@martintetaz Ladri!!!!!!,0,0,Facundo Manes
1519469897260146688,Definan a Horacio Rodriguez Larreta con una sola palabra,1519530172927463424,@martintetaz TIbio,0,0,Horacio Rodriguez Larreta
1519470199141023744,Definan a Javier Milei con una sola palabra,1519531059595014144,@martintetaz Violento,0,0,Javier Milei
1519470418603778052,Definan a Cristina Kirchner con una sola palabra,1519530654001627136,@martintetaz Delincuente,0,0,Cristina Kirchner
1519470331609636864,Definan a Sergio Massa con una sola palabra,1519530906473877504,@martintetaz Panqueque,0,0,Sergio Massa
1519469809959854081,Definan a Mauricio Macri con una sola palabra,1519529113102405632,@martintetaz Honesto,0,0,Mauricio Macri
1519470025769463809,Definan a Facundo Manes con una sola palabra,1519531630624313344,@martintetaz Invisible,0,0,Facundo Manes
1519469809959854081,Definan a Mauricio Macri con una sola palabra,1519527785844264961,@martintetaz Incapaz,0,0,Mauricio Macri
1519469809959854081,Definan a Mauricio Macri con una sola palabra,1519527902194421760,@martintetaz Corrupto,0,0,Mauricio Macri
1519470331609636864,Definan a Sergio Massa con una sola palabra,1519531575213379584,@martintetaz Presidente,0,0,Sergio Massa
1519469809959854081,Definan a Mauricio Macri con una sola palabra,1519527665803223042,@martintetaz Contrabandista,0,0,Mauricio Macri
1519469809959854081,Definan a Mauricio Macri con una sola palabra,1519527825329442819,@martintetaz Inflación,0,0,Mauricio Macri
1519470266539290624,Definan a Alberto Fernandez con una sola palabra,1519531563406475264,@martintetaz Indigno,0,0,Alberto Fernandez
1519470199141023744,Definan a Javier Milei con una sola palabra,1519482588695465984,@martintetaz Eficiente,0,10,Javier Milei
1519470418603778052,Definan a Cristina Kirchner con una sola palabra,1519531498260643841,"@martintetaz La culpa no es de ella,si no de los títeres de ambos partidos que se dejan manejar... No cualquiera lo hace..",0,0,Cristina Kirchner
1519469962171195394,Definan a Patricia Bullrich con una sola palabra,1519531172963000320,@martintetaz Kienes,0,0,Patricia Bullrich
1519469809959854081,Definan a Mauricio Macri con una sola palabra,1519501724314218496,@martintetaz empresario,0,0,Mauricio Macri
1519470418603778052,Definan a Cristina Kirchner con una sola palabra,1519530085581271040,@martintetaz ENFERMA,0,0,Cristina Kirchner
1519470199141023744,Definan a Javier Milei con una sola palabra,1519499402796224512,@martintetaz loco,0,0,Javier Milei
1519470266539290624,Definan a Alberto Fernandez con una sola palabra,1519531468883693573,@martintetaz INFELIZ,0,0,Alberto Fernandez
1519469962171195394,Definan a Patricia Bullrich con una sola palabra,1519499080019419136,@martintetaz luchadora,0,0,Patricia Bullrich
1519470331609636864,Definan a Sergio Massa con una sola palabra,1519527379177201665,@martintetaz CAMALEON,0,0,Sergio Massa
1519469809959854081,Definan a Mauricio Macri con una sola palabra,1519531461380083713,@martintetaz Corrupto,0,0,Mauricio Macri
1519470199141023744,Definan a Javier Milei con una sola palabra,1519530466822533120,@martintetaz Presidente,0,0,Javier Milei
1519469809959854081,Definan a Mauricio Macri con una sola palabra,1519531423396335617,@martintetaz Mi Presidente,0,0,Mauricio Macri
1519470418603778052,Definan a Cristina Kirchner con una sola palabra,1519530594958553097,@martintetaz Maléfica,0,0,Cristina Kirchner
1519470331609636864,Definan a Sergio Massa con una sola palabra,1519531388256591872,@martintetaz Panqueque,0,0,Sergio Massa
1519469897260146688,Definan a Horacio Rodriguez Larreta con una sola palabra,1519530447314771970,@martintetaz Tibio,0,0,Horacio Rodriguez Larreta
1519470418603778052,Definan a Cristina Kirchner con una sola palabra,1519530903420260353,@martintetaz hija de remil puta  y culiadasa,0,0,Cristina Kirchner
1519469897260146688,Definan a Horacio Rodriguez Larreta con una sola palabra,1519531333319639042,@martintetaz Tibio,0,0,Horacio Rodriguez Larreta
1519470418603778052,Definan a Cristina Kirchner con una sola palabra,1519531057703538691,@martintetaz Psicópata,0,0,Cristina Kirchner
1519469962171195394,Definan a Patricia Bullrich con una sola palabra,1519531317922308099,@martintetaz Coraje,0,0,Patricia Bullrich
1519469809959854081,Definan a Mauricio Macri con una sola palabra,1519531292395589632,@martintetaz Decente,0,0,Mauricio Macri
1519469809959854081,Definan a Mauricio Macri con una sola palabra,1519531270715285505,@martintetaz Inepto,0,0,Mauricio Macri
1519469962171195394,Definan a Patricia Bullrich con una sola palabra,1519530640277786624,@martintetaz Peligrosa,0,0,Patricia Bullrich
1519470025769463809,Definan a Facundo Manes con una sola palabra,1519530805001097218,@martintetaz Neurocientifico,0,0,Facundo Manes
1519470418603778052,Definan a Cristina Kirchner con una sola palabra,1519531267905232896,@martintetaz Sociopata,0,0,Cristina Kirchner
1519470199141023744,Definan a Javier Milei con una sola palabra,1519531154159800320,@martintetaz Loco,0,0,Javier Milei
1519469809959854081,Definan a Mauricio Macri con una sola palabra,1519531225760772096,@martintetaz Esperanza,0,0,Mauricio Macri
1519470199141023744,Definan a Javier Milei con una sola palabra,1519531222275342336,@martintetaz Humo,0,0,Javier Milei
1519470025769463809,Definan a Facundo Manes con una sola palabra,1519482285225095168,@martintetaz El coraje no es la ausencia de miedo. Es ir para adelante con miedo. https://t.co/LZO9ebwqwL,0,1,Facundo Manes
1519470199141023744,Definan a Javier Milei con una sola palabra,1519531220283326464,@martintetaz León,0,0,Javier Milei
1519470199141023744,Definan a Javier Milei con una sola palabra,1519528886790414336,@martintetaz Peligroso. Es mascarón de proa de algún grupo poco democratico,0,0,Javier Milei
1519469809959854081,Definan a Mauricio Macri con una sola palabra,1519525697097809920,@martintetaz Presidente,0,0,Mauricio Macri
1519470418603778052,Definan a Cristina Kirchner con una sola palabra,1519531169813082113,@martintetaz Chorra,0,0,Cristina Kirchner
1519470266539290624,Definan a Alberto Fernandez con una sola palabra,1519531147511963649,@martintetaz Inútil,0,0,Alberto Fernandez
1519470418603778052,Definan a Cristina Kirchner con una sola palabra,1519529793657753606,@martintetaz Chorra,0,0,Cristina Kirchner
1519469962171195394,Definan a Patricia Bullrich con una sola palabra,1519529885642989576,@martintetaz Valiente,0,0,Patricia Bullrich
1519469897260146688,Definan a Horacio Rodriguez Larreta con una sola palabra,1519531117203714048,@martintetaz Socialdemócrata,0,0,Horacio Rodriguez Larreta
1519470199141023744,Definan a Javier Milei con una sola palabra,1519531019871080448,@martintetaz Genio!!!,0,0,Javier Milei
1519469897260146688,Definan a Horacio Rodriguez Larreta con una sola palabra,1519530857660403713,@martintetaz Comunista.,0,0,Horacio Rodriguez Larreta
1519470199141023744,Definan a Javier Milei con una sola palabra,1519531052036935681,@martintetaz Libertad,0,0,Javier Milei
